Resource Name	Abbreviation	Diseases Included	Repository Link	Owner	Contributors	Languages	Biomedical Relevance	Code Summary	Data Types	Tooling	FAIR Issues	FAIR Score
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/YouTrip-Marketing/brainstorm-toolkit	YouTrip-Marketing	kelifries	JavaScript					No Version Info; No Container; No Environment Spec	7
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/Lynknex/Marketing-Brainstorm-Tool	Lynknex	Lynknex	TypeScript					No Version Info; No Container; No Environment Spec	7
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/matteof123/Mendel	matteof123		Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/Lyzr-Apps/campaign-brain-sharp-node-chh4	Lyzr-Apps		TypeScript					No README; No Version Info; No Environment Spec	7
Cambridgeshire Parkinsons Incidence from GP to Neurologist Study	CamPaIGN	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/ellaneumann/bike_safety_campaign	ellaneumann	ellaneumann	CSS					No Dependencies; No Version Info; No Container; No Environment Spec	6
The ACOM Study (Apolipoprotein E Effects in Cerebral Organoid Models)	ACOM	Alzheimer's Disease; Cognitively Unimpaired Controls	https://github.com/TCC-Sistema-Alzhaimer/tcc_acompanhamento_alzheimer	TCC-Sistema-Alzhaimer	Starbiel; joaoguerios; Luccachl; WesleyParastchuk	TypeScript					No Version Info; No Environment Spec	8
The ACOM Study (Apolipoprotein E Effects in Cerebral Organoid Models)	ACOM	Alzheimer's Disease; Cognitively Unimpaired Controls	https://github.com/cptanalatriste/ACOMedicalImageSegmentation	cptanalatriste	cptanalatriste	Java					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Harvard Brain Tissue Resource Center (HBTRC) Study	HBTRC	Alzheimer's Disease; Late Onset Alzheimer's Disease; Normal Controls	https://github.com/jdagilliland/bmes680.20143-gill-weik-final-project	jdagilliland	jdagilliland; weikernm	Matlab					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Harvard Brain Tissue Resource Center (HBTRC) Study	HBTRC	Alzheimer's Disease; Late Onset Alzheimer's Disease; Normal Controls	https://github.com/Tony980624/Gene-Expression-And-Alzheimer	Tony980624	Tony980624	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Transcriptome-Wide Association Study in Alzheimer's Disease	TWAS	Alzheimer's Disease	https://github.com/gaow/neuro-twas	gaow	hsun3163; gaow	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
Transcriptome-Wide Association Study in Alzheimer's Disease	TWAS	Alzheimer's Disease	https://github.com/SleegersLab-VIBCMN/EADB_GWAS_NatureGenetics_QTL_TWAS	SleegersLab-VIBCMN	maegsul						No Dependencies; No Version Info; No Container; No Environment Spec	6
Transcriptome-Wide Association Study in Alzheimer's Disease	TWAS	Alzheimer's Disease	https://github.com/Leo-LiuQiang/CTA-TWAS	Leo-LiuQiang		R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Transcriptome-Wide Association Study in Alzheimer's Disease	TWAS	Alzheimer's Disease	https://github.com/sarahmughal/Post-GWAS-Functional-Annotation-and-TWAS-Analysis-of-Alzheimer-s-Disease-Risk-Loci	sarahmughal	sarahmughal	HTML					No Dependencies; No Version Info; No Container; No Environment Spec	6
Transcriptome-Wide Association Study in Alzheimer's Disease	TWAS	Alzheimer's Disease	https://github.com/rubinovlab/brain_twas	rubinovlab	nhunghoang; NedaVU; mikarubi	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Transcriptome-Wide Association Study in Alzheimer's Disease	TWAS	Alzheimer's Disease	https://github.com/t-welton/BAG_TWAS	t-welton	t-welton	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
The RNAseq Harmonization Study	RNAseq Harmonization	Alzheimer's Disease	https://github.com/ASAP-CRN/sc-rnaseq-wf	ASAP-CRN	kfang4; hkeward; ergonyc; github-actions[bot]	WDL					No Dependencies; No Version Info; No Container; No Environment Spec	6
The RNAseq Harmonization Study	RNAseq Harmonization	Alzheimer's Disease	https://github.com/ASAP-CRN/bulk-rnaseq-wf	ASAP-CRN	kfang4; github-actions[bot]	WDL					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Mount Sinai Brain Bank study	MSBB	Alzheimer's Disease	https://github.com/SNN0/APOE_coexpression_analysis	SNN0	SNN0	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
The Mount Sinai Brain Bank study	MSBB	Alzheimer's Disease	https://github.com/jamiecarnevale/RNASeq-AD-Classification	jamiecarnevale	jamiecarnevale	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
GERAS Observational Study	GERAS	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/eera-l/Geras	eera-l	eera-l; dependabot[bot]	Python					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
GERAS Observational Study	GERAS	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/ranigera/MultiModalMRI_Habits	ranigera	ranigera	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
GERAS Observational Study	GERAS	Alzheimer's Disease; Mild Cognitive Impairment	https://github.com/drianne/brainfuck	drianne	drianne; leticiadesouza	C					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
Solanezumab EXPEDITION Program	EXPEDITION	Mild to Moderate Alzheimer's Disease	https://github.com/Dot-H/brain-visit	Dot-H	Dot-H	TypeScript					No Version Info; No Container; No Environment Spec	7
Australian Imaging Biomarkers and Lifestyle Study of Ageing	AIBL	Alzheimer's Disease; Mild Cognitive Impairment; Normal Controls	https://github.com/akinyeraakintunde/Data-Validation-with-Python-	akinyeraakintunde	akinyeraakintunde	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Australian Imaging Biomarkers and Lifestyle Study of Ageing	AIBL	Alzheimer's Disease; Mild Cognitive Impairment; Normal Controls	https://github.com/xiaoxingxingkz/BrainStatTrans-GAN	xiaoxingxingkz	xiaoxingxingkz	Python					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
Australian Imaging Biomarkers and Lifestyle Study of Ageing	AIBL	Alzheimer's Disease; Mild Cognitive Impairment; Normal Controls	https://github.com/xiaoxingxingkz/BrainStatTrans-GAN-MindSpore	xiaoxingxingkz	xiaoxingxingkz	Python					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/sameerd/ppmi	sameerd	sameerd; cseas; ypotier	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/rmarkello/pypmi	rmarkello	rmarkello	Python					No Version Info; No Container; No Environment Spec	7
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/IoBT-VISTEC/PPMI_DL	IoBT-VISTEC	thee-pn; IoBT-VISTEC	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/sheryl-ai/PPMI-Subtype-Analysis	sheryl-ai	sheryl-ai	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/Rrtk2/PPMI-ML-Cognition-PD	Rrtk2		R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/MJFF-ResearchCommunity/PIE	MJFF-ResearchCommunity	allianceai; cowlet; AmgadDroby; e-hutchins	Python					No Version Info; No Container; No Environment Spec	7
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/rmarkello/ppmitobids	rmarkello	rmarkello	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/vtn6/PPMI-Data-Mining	vtn6	vtn6	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/ck37/ppmi-challenge-2016	ck37	ck37	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/dhareshvadalia/PPMI	dhareshvadalia	dhareshvadalia	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/arunava5764/Predictive_Analysis_of_Parkinsons_Disease_from_Gait_Sensor_Data_and_Brain_MRI_Images	arunava5764	arunava5764	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/MJFF-ResearchCommunity/PIE-clean	MJFF-ResearchCommunity	cowlet; e-hutchins	Jupyter Notebook					No Version Info; No Container; No Environment Spec	7
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/GalvanizeDataScience/Project-PPMI	GalvanizeDataScience	cbracher69						No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/sayadennis/ppmi	sayadennis	sayadennis	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/Andreater/parkinson_cdss	Andreater	Andreater; 217c	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/Niharika626/PD_DETECTION	Niharika626	Niharika626	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/MJFF-ResearchCommunity/PIE-Workbench	MJFF-ResearchCommunity	allianceai	TypeScript					No Version Info; No Container; No Environment Spec	7
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/ffaghri1/ppmi-mjff	ffaghri1	ffaghri1	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/TianjieCheng/PPMI	TianjieCheng	TianjieCheng						No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/brian-j-smith/PPMIChallenge2016	brian-j-smith	brian-j-smith; petersonR	R					No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/pulselogicbio/pulselogic-parkinsons	pulselogicbio	pulselogicbio						No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/JacksonGS-1/Alpha-Synuclein-Seeding-Activity-and-Parkinsons-Disease-Progression	JacksonGS-1	JacksonGS-1	SAS					No Dependencies; No Version Info; No Container; No Environment Spec; No Dependencies; No Version Info; No Container; No Environment Spec	2
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/ahmedfawaz879/Parkinson-s-Voice-and-Clinical-Modeling	ahmedfawaz879	ahmedfawaz879	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/jhaker/PPMI	jhaker	jhaker						No Dependencies; No Version Info; No Container; No Environment Spec	6
Parkinson's Progression Markers Initiative	PPMI	Parkinson's Disease; Prodromal Parkinson's Disease; SWEDD; Normal Controls; Genetic PD (LRRK2, GBA, SNCA mutations)	https://github.com/Hari-P-22121/Transfomer-Parkinsons-3D-MRI-Classifier	Hari-P-22121	Hari-P-22121	Python					No Version Info; No Container; No Environment Spec	7
Global Parkinson's Genetics Program	GP2	Atypical Parkinsonism; Controls (global populations); Early-onset Parkinson's Disease; Familial Parkinson's Disease; Parkinson's Disease; Parkinson's Plus syndromes; Prodromal Parkinson's Disease	https://github.com/GP2code/GP2-AFR-AAC-metaGWAS	GP2code	m-makarious	Jupyter Notebook					No Dependencies; No Version Info; No Container; No Environment Spec	6
Global Parkinson's Genetics Program	GP2	Atypical Parkinsonism; Controls (global populations); Early-onset Parkinson's Disease; Familial Parkinson's Disease; Parkinson's Disease; Parkinson's Plus syndromes; Prodromal Parkinson's Disease	https://github.com/datatecnica/genotools-server	datatecnica	dvitale199; syedislamuddin; dependabot[bot]; nvk23	Python					No Dependencies; No Version Info; No Container; No Environment Spec	6
